content	label_manual	scores	compound	negatif	netral	positif	label_vader
It is a perfect app for online classes	P	{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}	0.5719	0.0	0.654	0.346	P
Good but i gave 4 star because its not getting connection well Ã°Å¸ËœÂ¢Ã°Å¸ËœÂ¢	NT	{'neg': 0.146, 'neu': 0.725, 'pos': 0.129, 'compound': -0.0698}	-0.0698	0.146	0.725	0.129	N
Thanks zoom cloud meeting u are very help full for me not me for us but one problem is there that to change a profile photo when i will go to zoom setting it eill not come to change a profile photo.Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€ plz do this problem correct Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€	N	{'neg': 0.128, 'neu': 0.775, 'pos': 0.097, 'compound': -0.5724}	-0.5724	0.128	0.775	0.097	N
I have noo idea its very good app	P	{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4927}	0.4927	0.0	0.687	0.313	P
This is an excellent app	P	{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}	0.5719	0.0	0.519	0.481	P
Is a better video conference app but it's limited to numbers	NT	{'neg': 0.177, 'neu': 0.677, 'pos': 0.147, 'compound': -0.1027}	-0.1027	0.177	0.677	0.147	N
Its good but hard to join like a litlle bir	P	{'neg': 0.103, 'neu': 0.385, 'pos': 0.513, 'compound': 0.7506}	0.7506	0.103	0.385	0.513	P
Good experience	P	{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}	0.4404	0.0	0.256	0.744	P
This app is nice Ã°Å¸Â¤â€”Ã°Å¸Â¤â€”Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’but students are not sign up in this app please change his settingsÃ°Å¸â„¢Âand this app logo are so goodÃ°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜ÂÃ°Å¸â€˜Â	P	{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6249}	0.6249	0.0	0.819	0.181	P
Perfect app for online meetings and high quality videos and many and many features but only one of the problem is it is consuming more data,so I would prefer this app for online meetings	N	{'neg': 0.094, 'neu': 0.844, 'pos': 0.062, 'compound': -0.296}	-0.296	0.094	0.844	0.062	N
Good app but when I am going to other app my video has been stopped or strucked =_= so I am rating 4 star ....	NT	{'neg': 0.086, 'neu': 0.842, 'pos': 0.071, 'compound': -0.1027}	-0.1027	0.086	0.842	0.071	N
Really so helpful, getting to know how to use it is opening a whole new world for me.	P	{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.5222}	0.5222	0.0	0.835	0.165	P
I liked this aap it has various option and very helpul for group chat.	P	{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}	0.4215	0.0	0.823	0.177	P
Net issues only otherwise its very good	P	{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}	0.4927	0.0	0.653	0.347	P
Liked this app so much but the time taken to download is so slowwww	P	{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.2263}	0.2263	0.0	0.872	0.128	P
Please please please please please please please add games to zoom	P	{'neg': 0.0, 'neu': 0.199, 'pos': 0.801, 'compound': 0.9201}	0.9201	0.0	0.199	0.801	P
Thats good	P	{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}	0.4404	0.0	0.256	0.744	P
Nice and uptodate	P	{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}	0.4215	0.0	0.417	0.583	P
Very good app	P	{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}	0.4927	0.0	0.385	0.615	P
Its an excellent app. It works very well. The only reason i gave it a four star becoz there is no feature to change it to dark mode without changing the whole system's theme. They should add this feature in android too.	P	{'neg': 0.047, 'neu': 0.825, 'pos': 0.129, 'compound': 0.5984}	0.5984	0.047	0.825	0.129	P
Excellent working	P	{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}	0.5719	0.0	0.213	0.787	P
So so app	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
This structure have more views	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Good app for my studies Ã°Å¸â„¢â€š	P	{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}	0.4404	0.0	0.707	0.293	P
Good experience, however even slight internet glitches can pose a problem	NT	{'neg': 0.185, 'neu': 0.616, 'pos': 0.199, 'compound': 0.0516}	0.0516	0.185	0.616	0.199	P
Zoom is superb	P	{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}	0.6249	0.0	0.328	0.672	P
Best AAP	P	{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}	0.6369	0.0	0.192	0.808	P
Nice super very good online class very use full This app	P	{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.8718}	0.8718	0.0	0.447	0.553	P
How to change background on zoom in the phone	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Camera is not working.	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Nice app but there are quite a few disadvanatges such as (idk right nowÃ°Å¸Ëœâ€¦Ã°Å¸Ëœâ€¦)but to use it as a studying material its quite handu u know	NT	{'neg': 0.058, 'neu': 0.873, 'pos': 0.069, 'compound': 0.0772}	0.0772	0.058	0.873	0.069	P
That we will not share screen	N	{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.2235}	-0.2235	0.274	0.726	0.0	N
I like app	P	{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}	0.3612	0.0	0.444	0.556	P
I had good experience..	P	{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}	0.4404	0.0	0.508	0.492	P
It's really good, not to hard to use. But, sometimes some errors can occur just like saying wrong password even we put correctly.	N	{'neg': 0.228, 'neu': 0.567, 'pos': 0.205, 'compound': -0.4128}	-0.4128	0.228	0.567	0.205	N
I am not able to share the screen	N	{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.2235}	-0.2235	0.212	0.788	0.0	N
Zoom,you can't give free metting our school is only using free meeting.neither your app is too good	P	{'neg': 0.118, 'neu': 0.611, 'pos': 0.271, 'compound': 0.542}	0.542	0.118	0.611	0.271	P
Its a good app for meetings	P	{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}	0.4404	0.0	0.633	0.367	P
THE APP IS GOOD. BUT IT'S NOT INSTALLING.	P	{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.2382}	0.2382	0.0	0.782	0.218	P
Please also add this option. If we send message to everyone. We also can delete it to everyone	P	{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.3182}	0.3182	0.0	0.881	0.119	P
It is not worst	P	{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.5096}	0.5096	0.0	0.477	0.523	P
It's nice. I mean the features are improving day by day and it's really fun using Zoom	P	{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.8479}	0.8479	0.0	0.604	0.396	P
It's very good to use and I really appreciate it but only one thing is there is no virtual background options in phone that's why I gave four stars rating	NT	{'neg': 0.083, 'neu': 0.797, 'pos': 0.121, 'compound': 0.0754}	0.0754	0.083	0.797	0.121	P
This is nice app but you should give virtual background permission for all mobilesÃ°Å¸â€œÂ±Ã°Å¸â€œÂ±Ã°Å¸â€œÂ±Ã°Å¸â€œÂ±	P	{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.2263}	0.2263	0.0	0.872	0.128	P
Nice it helps to connect easily with students and teachers	P	{'neg': 0.0, 'neu': 0.473, 'pos': 0.527, 'compound': 0.7783}	0.7783	0.0	0.473	0.527	P
It is a good app for online classes	P	{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}	0.4404	0.0	0.707	0.293	P
Very nice app for school	P	{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}	0.4754	0.0	0.564	0.436	P
I think this is the best app for online classes during pandemic	P	{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}	0.6369	0.0	0.724	0.276	P
Very good app for conferencing. It helped me lot to do my classes. But it needs a good network connection or otherwise you will not able to connect with the meeting room.	P	{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.7137}	0.7137	0.0	0.835	0.165	P
It's good meeting cloud app But it consumes data very much Plz make it update to less consume data	P	{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.4248}	0.4248	0.0	0.817	0.183	P
Zoom is helping for online class but Zoom app is taking more mobile data	P	{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.1531}	0.1531	0.0	0.89	0.11	P
I am a student and use this app for school..... No such issues except one which is that a problem to sign in or sign up..... Pls fix this	N	{'neg': 0.152, 'neu': 0.807, 'pos': 0.04, 'compound': -0.5574}	-0.5574	0.152	0.807	0.04	N
Nice meets	P	{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}	0.4215	0.0	0.263	0.737	P
Good luck	P	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7096}	0.7096	0.0	0.0	1.0	P
Zoom is a very good app but there are problems of sign in	N	{'neg': 0.213, 'neu': 0.661, 'pos': 0.126, 'compound': -0.3514}	-0.3514	0.213	0.661	0.126	N
When I switched on my video other participants are not able to see my video even no defect in my camera	P	{'neg': 0.0, 'neu': 0.908, 'pos': 0.092, 'compound': 0.2584}	0.2584	0.0	0.908	0.092	P
Good nice but not work like to give 5 star	P	{'neg': 0.197, 'neu': 0.518, 'pos': 0.285, 'compound': 0.0477}	0.0477	0.197	0.518	0.285	NT
It is very usefully app	P	{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.4754}	0.4754	0.0	0.564	0.436	P
Wow cool app for online class	P	{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.7269}	0.7269	0.0	0.396	0.604	P
Zoom is so very important to student	P	{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.3338}	0.3338	0.0	0.717	0.283	P
I can't connect to audio in zoom meeting!! Please help	P	{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.6792}	0.6792	0.0	0.589	0.411	P
good,better,but not best nice application	N	{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.6908}	-0.6908	0.655	0.345	0.0	N
Easy to use	P	{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}	0.4404	0.0	0.408	0.592	P
I like it but wish that it wouldn't disconnect me and reconnect me	P	{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.6486}	0.6486	0.0	0.675	0.325	P
It makes staying connected during the quarantine.	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
So useful for online class	P	{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}	0.4927	0.0	0.556	0.444	P
very good Ã°Å¸â€˜Å’	P	{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}	0.4927	0.0	0.385	0.615	P
Grateful for the technology that can bring us together.	P	{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.4588}	0.4588	0.0	0.727	0.273	P
Great virtual meeting app! Grateful to have it available!	P	{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.8264}	0.8264	0.0	0.477	0.523	P
I've used it before I think it's pretty good	P	{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7269}	0.7269	0.0	0.534	0.466	P
update wont let me in for a while but this app rules	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Invaluable in this covid year	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Easy to use just need to get custom to it	P	{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}	0.4404	0.0	0.756	0.244	P
Terrific	P	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}	0.4767	0.0	0.0	1.0	P
It's okay	P	{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}	0.2263	0.0	0.345	0.655	P
I would really like to get a virtual background for my meetings. Do you think that you can make that happen for me?	P	{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4201}	0.4201	0.0	0.887	0.113	P
No complains so far	P	{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.2924}	0.2924	0.0	0.579	0.421	P
Good app	P	{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}	0.4404	0.0	0.256	0.744	P
Very nice and helpful Ã°Å¸â€˜Â	P	{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.7316}	0.7316	0.0	0.328	0.672	P
Connection failures.	N	{'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.4588}	-0.4588	0.75	0.25	0.0	N
please make it easy to change our profile	P	{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.6369}	0.6369	0.0	0.536	0.464	P
I WANT THE VIRTUAL BACKGROUND PLEASE	P	{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.3818}	0.3818	0.0	0.526	0.474	P
Over all the app works very well.	P	{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.3384}	0.3384	0.0	0.715	0.285	P
Everytime I'm content with app services is very good	P	{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}	0.4927	0.0	0.715	0.285	P
Prevent hackers	P	{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.0258}	0.0258	0.0	0.476	0.524	NT
Zoom please give 1 hour time and cloud recording for basic plan then teacher easily tech student	P	{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5719}	0.5719	0.0	0.761	0.239	P
It's good but the only problem is when we go to different application our video turns off on it's own, pls look into the matter and solve it.Ã°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢ÂÃ°Å¸â„¢Â	NT	{'neg': 0.082, 'neu': 0.762, 'pos': 0.156, 'compound': 0.0516}	0.0516	0.082	0.762	0.156	P
It has been ok so far	P	{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}	0.296	0.0	0.694	0.306	P
Good result..useful nowadays...	P	{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}	0.4404	0.0	0.408	0.592	P
Very good	P	{'neg': 0.0, 'neu': 0.238, 'pos': 0.762, 'compound': 0.4927}	0.4927	0.0	0.238	0.762	P
Yes, that is very easy to join in class and sometimes I can't join but steel I happy by this app.....	P	{'neg': 0.051, 'neu': 0.568, 'pos': 0.381, 'compound': 0.8513}	0.8513	0.051	0.568	0.381	P
Excelent	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
How to create virtual background	P	{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}	0.2732	0.0	0.656	0.344	P
Good for online classes and business meeting	P	{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}	0.4404	0.0	0.674	0.326	P
superb app but i dont know why sometimes zoom doent respond, otherwise its too good	P	{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.7506}	0.7506	0.0	0.67	0.33	P
Nice but sometimes not works probely	P	{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.2263}	0.2263	0.0	0.725	0.275	P
Thank you for arraging meetings both official & personal.	P	{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}	0.3612	0.0	0.762	0.238	P
Good features and easy to operate	P	{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}	0.7003	0.0	0.408	0.592	P
It has made our days tough Ã°Å¸â„¢â€š.....day by day online classes are increasing Ã°Å¸ËœÂ¢	NT	{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.128}	-0.128	0.091	0.909	0.0	N
Best app for video calls and meetings i am giving 4 stars because it will took more data so please correct that	P	{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.8727}	0.8727	0.0	0.657	0.343	P
It's good app meeting is also coming clearly but I want to know what is mean by enable original sound and what's use of that	P	{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.7351}	0.7351	0.0	0.719	0.281	P
It's too good	P	{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}	0.4404	0.0	0.408	0.592	P
This is a very good app but from Nov 6 it is taking so much of my power of battery my phone is draining so much of power only for half an hour it is draining 15 percent of my battery please solve this problem when ever I update the app stars draing more and more energy	P	{'neg': 0.054, 'neu': 0.785, 'pos': 0.162, 'compound': 0.7337}	0.7337	0.054	0.785	0.162	P
It is ok. It is helpfull in my studies. But in settings my profile do not come.	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
I am unable to get virtual background options.	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
The zoom app is very very good Ã°Å¸ËœÂÃ°Å¸ËœÅ Ã°Å¸Ëœâ€¡ butÃ¢ËœÂ¹Ã¯Â¸ÂÃ°Å¸Ëœâ€¢ it does not sign in to my account Ã°Å¸Ëœâ€œÃ°Å¸Â¤Â¯ Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»Ã°Å¸â„¢Âplz Ã°Å¸â„¢ÂplzÃ°Å¸â„¢ÂÃ°Å¸ÂÂ¿ solve my problem Ã°Å¸ËœÂ­ ZOOM CLOUD TEAM	P	{'neg': 0.064, 'neu': 0.81, 'pos': 0.126, 'compound': 0.376}	0.376	0.064	0.81	0.126	P
